Position Title,Date,Apply,Work Model,Location,Company,Company Size,Company Industry,Salary,Qualifications,H1b Sponsored,Is New Grad
QA Engineer - Consumer Electronics,2025-11-14,https://jobright.ai/jobs/info/6918004f15b415636717db55?utm_source=1100&utm_campaign=Software Engineering,On Site,"Irvine, CA",TP-Link,5001-10000,,$100K-$120K /yr,"1. Bachelor’s degree in computer science, electronic engineering, or a related field.
2. 1-3 years of experience in software or consumer electronics testing.
3. Basic knowledge of networking protocol (TCP/IP, Wi-Fi, Bluetooth, etc.)
4. Basic knowledge of networking issue debug methods.
5. Familiarity with test case design and execution.
...",no,
Associate Software Engineer / Software Engineer - R10213608,2025-11-14,https://jobright.ai/jobs/info/690c7b0e4a1b456627b18c58?utm_source=1100&utm_campaign=Software Engineering,On Site,"Melbourne, FL",Northrop Grumman,10000+,"Aerospace,Data Integration",$64K-$116K /yr,"1. Bachelor’s degree in Computer Science, Software Engineering, or other STEM degree or equivalent.
2. Experience coding in Java, C++, Python, or similar
3. Understanding of software engineering principles, practices, and theories
4. Ability to understand and work with multiple enterprise-wide systems and software problem tracking tools such as DOORs, Jira, Confluence, and BitBucket
5. Knowledge of waterfall, spiral, or Agile life cycles
...",no,yes
Splunk Cloud Engineer - Associate,2025-11-14,https://jobright.ai/jobs/info/691e99e03f782d2f1afb60bc?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Arlington, TX",Deutsche Bank,10000+,"Banking,Finance",$85K-$121K /yr,"1. Bachelors Degree or equivalent experience required
2. Experienced in Splunk developing, onboarding and SIEM engineering along with Splunk universal forwarders, heavy forwarders and indexers
3. Expertise in Splunk SPL for data validation and dashboards
4. Proficiency in data parsing and field extractions using props.conf, transforms.conf and Regex",not sure,
Linux/Windows Systems Administrator - Secret - R10214283,2025-11-14,https://jobright.ai/jobs/info/6917f99545fb6f5ead8a08a9?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Palmdale, CA",Northrop Grumman,10000+,"Aerospace,Data Integration",$81K-$122K /yr,"1. Master's Degree with 0 years of relevant experience; OR a Bachelor's Degree with 2 years of relevant experience; OR an Associate's Degree with 4 years of relevant experience; OR a High School diploma (or equivalent) with 6 years of relevant experience is required
2. Must have a Security+ certification (or greater) to be considered, maintaining the required certification will be a condition of continued employment
3. Candidates must have a current DOD Secret level security clearance (at a minimum) in order to be considered
4. Candidates must have the ability to obtain and maintain a DOD Top Secret level security clearance as a condition of continued employment
5. Candidates must have the ability to obtain, and maintain, access to Special Programs as a condition of continued employment
...",no,yes
Software Engineer Embedded/Network Systems I (Full Time) - United States,2025-11-14,https://jobright.ai/jobs/info/6917f7d415b415636717d4cc?utm_source=1100&utm_campaign=Software Engineering,On Site,"Multi Location
Fulton, MD
Boston, MA
Dallas, TX
Atlanta, GA
Austin, TX
Alpharetta, GA
Hillsboro, OR",Cisco,10000+,"Communications Infrastructure,Enterprise Software","$$104,700-$$153,000 /yr","1. Completion within the past 3 years, or current enrollment with expected completion within 12 months, of a certification or relevant degree program (e.g., Associate’s, Apprenticeship, Boot Camp, or Certification in a specialized program + 1 year of relevant experience, High School Diploma + 2 years of relevant experience) or Bachelor’s + 0 years of relevant experience.
2. Proficiency in C programming and experience with embedded Linux, including a solid understanding of operating system fundamentals.
3. Familiarity with network principles & concepts, routing protocols, and general networking concepts.
4. Hands-on experience with automation tools and scripting languages (such as Python or Bash), along with knowledge of CI/CD pipelines (e.g., Jenkins, GitHub Actions).
5. Understanding of DevSecOps practices and their application in software development workflows.",not sure,yes
Engineer – ATP Ship Methods,2025-11-14,https://jobright.ai/jobs/info/6917f43615b415636717d2aa?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Brooklyn Park, MN",Target,10000+,"Communities,E-Commerce",$73200-$131700 /yr,"1. 4 year degree or equivalent experience
2. 1+ years of software development experience
3. Experience in JVM based language, tools, and frameworks
4. Demonstrates familiarity with current and emerging technologies in own scope of responsibility, and develops ability to apply these technologies
5. Understands concepts of package solutions and package specific programming language with knowledge of development objects
...",not sure,
Full Stack Software Engineer,2025-11-14,https://jobright.ai/jobs/info/691a9a9645fb6f5ead8ac4fc?utm_source=1100&utm_campaign=Software Engineering,On Site,"Lexington, MA",MIT Lincoln Laboratory,1001-5000,"Biotechnology,Information Technology",$100K-$150K /yr,"1. Bachelor’s degree in Computer Science or related discipline.
2. Software Design and Development Life-cycle knowledge.
3. Experience in an agile operating model
4. Strong proficiency in Python and related frameworks
5. Proficiency with relational databases (PostgreSQL, MySQL) and SQL
...",no,
Software Implementation Specialist,2025-11-14,https://jobright.ai/jobs/info/691a9a9abcdbf3560c9d9104?utm_source=1100&utm_campaign=Software Engineering,On Site,"Seattle, WA",STERIS,10000+,"Biotechnology,Health Care",$67K-$87K /yr,"1. Bachelor's degree in a relevant field (e.g., Business, Communications, Computer Science, or related discipline)
2. Must have Customer relations experience
3. Must have software training experience
4. Knowledge of Tracking software and associated hardware peripherals
5. Must demonstrate excellent written and oral communication skills
...",not sure,
Salesforce Support Analyst,2025-11-14,https://jobright.ai/jobs/info/6917efec15b415636717cff4?utm_source=1100&utm_campaign=Software Engineering,Remote,"Birmingham, AL",Daxko,501-1000,"Computer,Fitness",$44K-$66K /yr,"1. Solid understanding of Salesforce data relationships (objects, fields, lookups, ownership).
2. Strong analytical and troubleshooting skills — you enjoy digging into the “why” behind issues.
3. Excellent communication skills and the ability to translate technical concepts to non-technical users.
4. High attention to detail when working with data or making administrative updates.
5. Customer-first mindset with the ability to manage multiple requests and prioritize effectively.
...",not sure,
Service Team Analyst III - Global Fix Experience - Merchant,2025-11-14,https://jobright.ai/jobs/info/69180eaf15b415636717e464?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Phoenix, AZ",Uber,10000+,"Logistics,Mobile Apps",$26-$26 /hr,"1. At least 1 year of experience in related field
2. Prior experience in technical troubleshooting and SQL
3. Intermediate data analysis and processing skills using spreadsheets with formulas
4. Automation Specialists will require Python
5. English language proficiency",not sure,
"Service Team Analyst III - Global Fix Experience, Earner/U4B",2025-11-14,https://jobright.ai/jobs/info/691808ccbcdbf3560c9cde1e?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Phoenix, AZ",Uber,10000+,"Logistics,Mobile Apps",$26-$26 /hr,"1. At least 1 year of experience in related field
2. Prior experience in technical troubleshooting and SQL
3. Intermediate data analysis and processing skills using spreadsheets with formulas
4. Automation Specialists will require Python
5. English language proficiency",not sure,
Hardware Technician,2025-11-14,https://jobright.ai/jobs/info/69180eb015b415636717e465?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Woodland, PA",CenClear,101-250,,$45K-$46K /yr,"1. Bachelor's degree in computer science, Information Technology, or Business Administration; or
2. Associate's degree in one of these fields plus at least 1 year of related work experience.
3. Flexibility to travel between CenClear's locations as needed.
4. Must obtain and maintain Act 33, Act 34, FBI Clearances, and Mandated Reporter Training certification.
5. Strong troubleshooting and problem-solving abilities.
...",not sure,
Frontend Developer,2025-11-14,https://jobright.ai/jobs/info/6917eef2bcdbf3560c9ccbfa?utm_source=1100&utm_campaign=Software Engineering,Remote,"Northbrook, IL",Crate and Barrel,,,$92K-$115K /yr,"1. Demonstrated ability building websites using HTML/CSS/Javascript for 1-3 years
2. Good knowledge of CSS and Javascript coding best practices
3. Ability to build responsive, cross-browser, highly-performant, and accessibility compliant applications (ie WCAG)
4. Knowledge using script framework (e.g. ReactJS, AngularJS)
5. Basic knowledge of state management tools such as Redux or similar
...",not sure,
"Production Support Engineer II, SAS Viya AML",2025-11-14,https://jobright.ai/jobs/info/6917ec2515b415636717cd2e?utm_source=1100&utm_campaign=Software Engineering,Hybrid,"Chicago, IL",CIBC US,1001-5000,"Banking,Financial Services",$83K-$115K /yr,"1. At least 1 year of experience in an application support role.
2. Experience with Linux virtual machines.
3. Writing complex SQL queries.
4. Technical familiarity with cloud computing (preferably Azure).
5. Strong communication skills.
...",no,
Field Technical Product Support Specialist,2025-11-14,https://jobright.ai/jobs/info/6917eb1815b415636717cc98?utm_source=1100&utm_campaign=Software Engineering,On Site,"Fort Collins, CO",Keywords Studios,10000+,"Audio,Content",$40-$40+ /hr,"1. Experience with Jira, Teams, & general tech experience
2. Able to interface with all types of people regarding errors in laymen's terms and decipher the issue for the teams
3. Excellent speaking and communication skills
4. Able to diagnose and troubleshoot system failures, understanding the basic's of how systems work
5. Planning and coordination skills
...",not sure,
IT Analyst (External),2025-11-14,https://jobright.ai/jobs/info/6917ea7915b415636717cc25?utm_source=1100&utm_campaign=Software Engineering,On Site,"Concord, Ontario, Canada",New Age Group,11-50,,$47250-$47250 /yr,"1. Bachelor's degree in computer science, Information Technology, or related field
2. CompTIA ITF+/A+/Network+, Microsoft 365 or equivalent certification(s) would be an asset
3. Prior experience in a technical support role or IT helpdesk environment
4. Firewall configuration and management
5. VPN configuration and management
...",no,
Software Engineer I/II,2025-11-14,https://jobright.ai/jobs/info/68ce330bb2a74e1837ee041f?utm_source=1100&utm_campaign=Software Engineering,Remote,United States,"Multi Media, LLC",101-250,"Information Technology,Video Streaming",$130K-$165K /yr,"1. Bachelor’s degree in Computer Science or a related field (or equivalent practical experience).
2. Proven knowledge in web development and basic system design.
3. You’re eager to learn and grow your skills, taking initiative on tasks and showing ownership from start to finish.
4. Curious problem-solver, comfortable investigating and debugging issues with guidance from more experienced teammates.
5. You are a collaborative team player who is comfortable receiving/giving feedback, as well as discussing solutions with peers.",not sure,
